omschrijving;mld_dat;Aantal
Haaglanden                    ;30/04/2017;4
Kempenland                    ;30/04/2017;3
Midden Limburg                ;30/04/2017;3
Midden Nederland              ;30/04/2017;6
Nijmegen                      ;30/04/2017;4
Ondernemersgebied             ;30/04/2017;12
Oost Brabant                  ;30/04/2017;1
Rotterdam                     ;30/04/2017;2
Tilburg                       ;30/04/2017;7
Twente/Achterhoek             ;30/04/2017;2
Veluwe/Flevoland              ;30/04/2017;3
West Brabant/Zeeland          ;30/04/2017;4
Zuid Limburg                  ;30/04/2017;6
Arnhem                        ;29/04/2017;4
Breda                         ;29/04/2017;4
Den Bosch                     ;29/04/2017;2
Eindhoven                     ;29/04/2017;4
Haaglanden                    ;29/04/2017;2
Kempenland                    ;29/04/2017;2
Midden Limburg                ;29/04/2017;4
Midden Nederland              ;29/04/2017;3
Nijmegen                      ;29/04/2017;4
Ondernemersgebied             ;29/04/2017;11
Oost Brabant                  ;29/04/2017;3
Rotterdam                     ;29/04/2017;1
Tilburg                       ;29/04/2017;4
Twente/Achterhoek             ;29/04/2017;7
West Brabant/Zeeland          ;29/04/2017;6
Zuid Limburg                  ;29/04/2017;5
Arnhem                        ;28/04/2017;8
Breda                         ;28/04/2017;4
Den Bosch                     ;28/04/2017;3
Eindhoven                     ;28/04/2017;4
Haaglanden                    ;28/04/2017;2
Kempenland                    ;28/04/2017;4
Midden Limburg                ;28/04/2017;3
Midden Nederland              ;28/04/2017;4
Nijmegen                      ;28/04/2017;9
Ondernemersgebied             ;28/04/2017;10
Oost Brabant                  ;28/04/2017;2
Rotterdam                     ;28/04/2017;2
Tilburg                       ;28/04/2017;4
Twente/Achterhoek             ;28/04/2017;3
West Brabant/Zeeland          ;28/04/2017;2
Zuid Limburg                  ;28/04/2017;5
Arnhem                        ;27/04/2017;5
Breda                         ;27/04/2017;4
Den Bosch                     ;27/04/2017;3
Eindhoven                     ;27/04/2017;4
Haaglanden                    ;27/04/2017;2
Kempenland                    ;27/04/2017;3
Midden Limburg                ;27/04/2017;6
Midden Nederland              ;27/04/2017;5
Nijmegen                      ;27/04/2017;3
Ondernemersgebied             ;27/04/2017;7
Oost Brabant                  ;27/04/2017;7
Rotterdam                     ;27/04/2017;2
Tilburg                       ;27/04/2017;5
Twente/Achterhoek             ;27/04/2017;8
West Brabant/Zeeland          ;27/04/2017;9
Zuid Limburg                  ;27/04/2017;6
Arnhem                        ;26/04/2017;2
Breda                         ;26/04/2017;3
Den Bosch                     ;26/04/2017;5
Eindhoven                     ;26/04/2017;6
Haaglanden                    ;26/04/2017;7
Kempenland                    ;26/04/2017;3
Midden Limburg                ;26/04/2017;4
Midden Nederland              ;26/04/2017;5
Nijmegen                      ;26/04/2017;3
Ondernemersgebied             ;26/04/2017;10
Oost Brabant                  ;26/04/2017;3
Rotterdam                     ;26/04/2017;2
Tilburg                       ;26/04/2017;4
Twente/Achterhoek             ;26/04/2017;3
Veluwe/Flevoland              ;26/04/2017;2
West Brabant/Zeeland          ;26/04/2017;2
Zuid Limburg                  ;26/04/2017;4
Arnhem                        ;25/04/2017;4
Breda                         ;25/04/2017;4
Den Bosch                     ;25/04/2017;4
Eindhoven                     ;25/04/2017;2
Haaglanden                    ;25/04/2017;3
Kempenland                    ;25/04/2017;6
Midden Limburg                ;25/04/2017;7
Midden Nederland              ;25/04/2017;4
Nijmegen                      ;25/04/2017;5
Ondernemersgebied             ;25/04/2017;9
Oost Brabant                  ;25/04/2017;3
Tilburg                       ;25/04/2017;5
Twente/Achterhoek             ;25/04/2017;3
Veluwe/Flevoland              ;25/04/2017;3
West Brabant/Zeeland          ;25/04/2017;1
Zuid Limburg                  ;25/04/2017;2
Arnhem                        ;24/04/2017;6
Breda                         ;24/04/2017;5
Den Bosch                     ;24/04/2017;5
Eindhoven                     ;24/04/2017;6
Haaglanden                    ;24/04/2017;3
Kempenland                    ;24/04/2017;4
Midden Limburg                ;24/04/2017;3
Midden Nederland              ;24/04/2017;5
Nijmegen                      ;24/04/2017;3
Ondernemersgebied             ;24/04/2017;4
Oost Brabant                  ;24/04/2017;5
Rotterdam                     ;24/04/2017;5
Tilburg                       ;24/04/2017;7
Twente/Achterhoek             ;24/04/2017;4
Veluwe/Flevoland              ;24/04/2017;6
West Brabant/Zeeland          ;24/04/2017;6
Zuid Limburg                  ;24/04/2017;7
Arnhem                        ;23/04/2017;3
Breda                         ;23/04/2017;2
Den Bosch                     ;23/04/2017;2
Eindhoven                     ;23/04/2017;2
Haaglanden                    ;23/04/2017;1
Kempenland                    ;23/04/2017;4
Midden Limburg                ;23/04/2017;4
Nijmegen                      ;23/04/2017;4
Ondernemersgebied             ;23/04/2017;7
Oost Brabant                  ;23/04/2017;3
Rotterdam                     ;23/04/2017;4
Tilburg                       ;23/04/2017;2
Twente/Achterhoek             ;23/04/2017;7
Veluwe/Flevoland              ;23/04/2017;4
West Brabant/Zeeland          ;23/04/2017;5
Zuid Limburg                  ;23/04/2017;2
Arnhem                        ;22/04/2017;2
Breda                         ;22/04/2017;2
Den Bosch                     ;22/04/2017;2
Eindhoven                     ;22/04/2017;3
Haaglanden                    ;22/04/2017;1
Kempenland                    ;22/04/2017;4
Midden Limburg                ;22/04/2017;5
Midden Nederland              ;22/04/2017;3
Nijmegen                      ;22/04/2017;6
Ondernemersgebied             ;22/04/2017;7
Oost Brabant                  ;22/04/2017;3
Rotterdam                     ;22/04/2017;2
Tilburg                       ;22/04/2017;6
Twente/Achterhoek             ;22/04/2017;4
Veluwe/Flevoland              ;22/04/2017;1
West Brabant/Zeeland          ;22/04/2017;5
Zuid Limburg                  ;22/04/2017;4
Arnhem                        ;21/04/2017;5
Breda                         ;21/04/2017;2
Den Bosch                     ;21/04/2017;3
Eindhoven                     ;21/04/2017;8
Haaglanden                    ;21/04/2017;4
Kempenland                    ;21/04/2017;2
Midden Limburg                ;21/04/2017;7
Midden Nederland              ;21/04/2017;1
Nijmegen                      ;21/04/2017;4
Ondernemersgebied             ;21/04/2017;9
Oost Brabant                  ;21/04/2017;1
Rotterdam                     ;21/04/2017;6
Tilburg                       ;21/04/2017;4
Twente/Achterhoek             ;21/04/2017;3
Veluwe/Flevoland              ;21/04/2017;5
West Brabant/Zeeland          ;21/04/2017;7
Zuid Limburg                  ;21/04/2017;3
Arnhem                        ;20/04/2017;5
Breda                         ;20/04/2017;6
Den Bosch                     ;20/04/2017;5
Eindhoven                     ;20/04/2017;6
Haaglanden                    ;20/04/2017;2
Kempenland                    ;20/04/2017;3
Midden Limburg                ;20/04/2017;3
Midden Nederland              ;20/04/2017;6
Nijmegen                      ;20/04/2017;3
Ondernemersgebied             ;20/04/2017;8
Oost Brabant                  ;20/04/2017;1
Rotterdam                     ;20/04/2017;3
Tilburg                       ;20/04/2017;4
Twente/Achterhoek             ;20/04/2017;4
Veluwe/Flevoland              ;20/04/2017;4
West Brabant/Zeeland          ;20/04/2017;2
Zuid Limburg                  ;20/04/2017;2
Arnhem                        ;19/04/2017;1
Breda                         ;19/04/2017;3
Den Bosch                     ;19/04/2017;2
Eindhoven                     ;19/04/2017;4
Haaglanden                    ;19/04/2017;1
Kempenland                    ;19/04/2017;2
Midden Limburg                ;19/04/2017;6
Midden Nederland              ;19/04/2017;7
Nijmegen                      ;19/04/2017;4
Ondernemersgebied             ;19/04/2017;5
Oost Brabant                  ;19/04/2017;4
Rotterdam                     ;19/04/2017;2
Tilburg                       ;19/04/2017;5
Twente/Achterhoek             ;19/04/2017;5
Veluwe/Flevoland              ;19/04/2017;1
West Brabant/Zeeland          ;19/04/2017;2
Zuid Limburg                  ;19/04/2017;4
Arnhem                        ;18/04/2017;4
Breda                         ;18/04/2017;3
Den Bosch                     ;18/04/2017;3
Eindhoven                     ;18/04/2017;3
Haaglanden                    ;18/04/2017;3
Kempenland                    ;18/04/2017;3
Midden Limburg                ;18/04/2017;4
Midden Nederland              ;18/04/2017;5
Nijmegen                      ;18/04/2017;8
Ondernemersgebied             ;18/04/2017;4
Oost Brabant                  ;18/04/2017;6
Rotterdam                     ;18/04/2017;2
Tilburg                       ;18/04/2017;3
Twente/Achterhoek             ;18/04/2017;4
Veluwe/Flevoland              ;18/04/2017;2
West Brabant/Zeeland          ;18/04/2017;1
Zuid Limburg                  ;18/04/2017;6
Arnhem                        ;17/04/2017;2
Breda                         ;17/04/2017;3
Den Bosch                     ;17/04/2017;2
Eindhoven                     ;17/04/2017;4
Haaglanden                    ;17/04/2017;2
Kempenland                    ;17/04/2017;3
Midden Limburg                ;17/04/2017;3
Midden Nederland              ;17/04/2017;2
Nijmegen                      ;17/04/2017;5
Ondernemersgebied             ;17/04/2017;8
Oost Brabant                  ;17/04/2017;3
Rotterdam                     ;17/04/2017;6
Tilburg                       ;17/04/2017;2
Twente/Achterhoek             ;17/04/2017;2
Veluwe/Flevoland              ;17/04/2017;6
West Brabant/Zeeland          ;17/04/2017;1
Zuid Limburg                  ;17/04/2017;3
Arnhem                        ;16/04/2017;4
Breda                         ;16/04/2017;3
Den Bosch                     ;16/04/2017;3
Eindhoven                     ;16/04/2017;6
Haaglanden                    ;16/04/2017;5
Kempenland                    ;16/04/2017;2
Midden Limburg                ;16/04/2017;5
Midden Nederland              ;16/04/2017;3
Nijmegen                      ;16/04/2017;6
Ondernemersgebied             ;16/04/2017;9
Oost Brabant                  ;16/04/2017;3
Rotterdam                     ;16/04/2017;4
Tilburg                       ;16/04/2017;3
Twente/Achterhoek             ;16/04/2017;1
Veluwe/Flevoland              ;16/04/2017;4
West Brabant/Zeeland          ;16/04/2017;5
Zuid Limburg                  ;16/04/2017;8
Arnhem                        ;15/04/2017;2
Breda                         ;15/04/2017;6
Den Bosch                     ;15/04/2017;2
Eindhoven                     ;15/04/2017;2
Haaglanden                    ;15/04/2017;3
Kempenland                    ;15/04/2017;1
Midden Limburg                ;15/04/2017;4
Midden Nederland              ;15/04/2017;1
Nijmegen                      ;15/04/2017;5
Ondernemersgebied             ;15/04/2017;8
Oost Brabant                  ;15/04/2017;4
Rotterdam                     ;15/04/2017;3
Tilburg                       ;15/04/2017;1
Twente/Achterhoek             ;15/04/2017;2
Veluwe/Flevoland              ;15/04/2017;4
West Brabant/Zeeland          ;15/04/2017;3
Zuid Limburg                  ;15/04/2017;4
Arnhem                        ;14/04/2017;6
Breda                         ;14/04/2017;7
Eindhoven                     ;14/04/2017;5
Haaglanden                    ;14/04/2017;2
Kempenland                    ;14/04/2017;3
Midden Limburg                ;14/04/2017;7
Midden Nederland              ;14/04/2017;4
Nijmegen                      ;14/04/2017;4
Ondernemersgebied             ;14/04/2017;16
Oost Brabant                  ;14/04/2017;2
Rotterdam                     ;14/04/2017;3
Tilburg                       ;14/04/2017;7
Twente/Achterhoek             ;14/04/2017;2
Veluwe/Flevoland              ;14/04/2017;7
West Brabant/Zeeland          ;14/04/2017;4
Zuid Limburg                  ;14/04/2017;12
Arnhem                        ;13/04/2017;7
Breda                         ;13/04/2017;6
Den Bosch                     ;13/04/2017;4
Eindhoven                     ;13/04/2017;4
Haaglanden                    ;13/04/2017;2
Kempenland                    ;13/04/2017;10
Midden Limburg                ;13/04/2017;1
Midden Nederland              ;13/04/2017;9
Nijmegen                      ;13/04/2017;6
Ondernemersgebied             ;13/04/2017;12
Oost Brabant                  ;13/04/2017;4
Rotterdam                     ;13/04/2017;4
Tilburg                       ;13/04/2017;8
Twente/Achterhoek             ;13/04/2017;4
Veluwe/Flevoland              ;13/04/2017;2
West Brabant/Zeeland          ;13/04/2017;4
Zuid Limburg                  ;13/04/2017;5
Arnhem                        ;12/04/2017;1
Den Bosch                     ;12/04/2017;6
Eindhoven                     ;12/04/2017;3
Haaglanden                    ;12/04/2017;2
Kempenland                    ;12/04/2017;6
Midden Limburg                ;12/04/2017;6
Midden Nederland              ;12/04/2017;1
Nijmegen                      ;12/04/2017;5
Ondernemersgebied             ;12/04/2017;7
Oost Brabant                  ;12/04/2017;1
Rotterdam                     ;12/04/2017;4
Tilburg                       ;12/04/2017;6
